Amplitude,Width,Visible time,From_left,Run,Time,Dx,Dy
640,160,0.5,True,0,3,197,-24
640,160,0.5,True,0,4,202,-19
640,160,0.5,True,0,5,207,-11
640,160,0.5,True,0,6,168,-2
640,160,0.5,True,0,7,139,3
640,160,0.5,True,0,8,50,0
640,160,0.5,True,0,9,18,4
640,160,0.5,True,0,10,14,3
640,160,0.5,True,0,11,0,0
640,160,0.5,True,1,0,30,-6
640,160,0.5,True,1,1,105,-14
640,160,0.5,True,1,2,154,-9
640,160,0.5,True,1,3,218,-9
640,160,0.5,True,1,4,171,-7
640,160,0.5,True,1,5,129,-2
640,160,0.5,True,1,6,71,4
640,160,0.5,True,1,7,67,3
640,160,0.5,True,1,8,66,-1
640,160,0.5,True,1,9,73,-2
640,160,0.5,True,1,10,7,0
640,160,0.5,True,2,0,24,0
640,160,0.5,True,2,1,91,-1
640,160,0.5,True,2,2,154,-5
640,160,0.5,True,2,3,248,-12
640,160,0.5,True,2,4,251,-7
640,160,0.5,True,2,5,215,-2
640,160,0.5,True,2,6,138,5
640,160,0.5,True,2,7,42,6
640,160,0.5,True,2,8,18,2
640,160,0.5,True,2,9,37,-1
640,160,0.5,True,2,10,6,-1
640,160,0.5,True,3,0,32,-3
640,160,0.5,True,3,1,109,-5
640,160,0.5,True,3,2,169,-2
640,160,0.5,True,3,3,226,0
640,160,0.5,True,3,4,193,2
640,160,0.5,True,3,5,152,3
640,160,0.5,True,3,6,116,5
640,160,0.5,True,3,7,81,4
640,160,0.5,True,3,8,47,3
640,160,0.5,True,3,9,5,1
640,160,0.5,True,4,0,7,-1
640,160,0.5,True,4,1,45,-2
640,160,0.5,True,4,2,105,0
640,160,0.5,True,4,3,177,5
640,160,0.5,True,4,4,173,7
640,160,0.5,True,4,5,176,8
640,160,0.5,True,4,6,166,7
640,160,0.5,True,4,7,144,1
640,160,0.5,True,4,8,83,2
640,160,0.5,True,4,9,55,0
640,160,0.5,True,4,10,40,3
640,160,0.5,True,4,11,5,0
640,160,0.5,True,5,0,15,-1
640,160,0.5,True,5,1,56,-7
640,160,0.5,True,5,2,120,-10
640,160,0.5,True,5,3,209,-6
640,160,0.5,True,5,4,218,-4
640,160,0.5,True,5,5,232,5
640,160,0.5,True,5,6,203,12
640,160,0.5,True,5,7,140,9
640,160,0.5,True,5,8,59,8
640,160,0.5,True,5,9,32,1
640,160,0.5,True,5,10,0,0
640,160,0.5,True,6,0,17,-3
640,160,0.5,True,6,1,66,-12
640,160,0.5,True,6,2,126,-13
640,160,0.5,True,6,3,180,-11
640,160,0.5,True,6,4,154,-4
640,160,0.5,True,6,5,166,-4
640,160,0.5,True,6,6,170,-8
640,160,0.5,True,6,7,183,-6
640,160,0.5,True,6,8,134,-6
640,160,0.5,True,6,9,90,-3
640,160,0.5,True,6,10,25,1
640,160,0.5,True,7,0,5,0
640,160,0.5,True,7,1,19,-1
640,160,0.5,True,7,2,61,-6
640,160,0.5,True,7,3,157,-14
640,160,0.5,True,7,4,194,-15
640,160,0.5,True,7,5,213,-10
640,160,0.5,True,7,6,195,-4
640,160,0.5,True,7,7,181,-1
640,160,0.5,True,7,8,109,3
640,160,0.5,True,7,9,64,2
640,160,0.5,True,7,10,20,2
640,160,0.5,True,8,0,42,-3
640,160,0.5,True,8,1,114,-11
640,160,0.5,True,8,2,161,-8
640,160,0.5,True,8,3,223,-5
640,160,0.5,True,8,4,194,0
640,160,0.5,True,8,5,163,9
640,160,0.5,True,8,6,127,9
640,160,0.5,True,8,7,106,5
640,160,0.5,True,8,8,30,1
640,160,0.5,True,8,9,0,0
640,160,0.5,True,9,0,35,-5
640,160,0.5,True,9,1,93,-10
640,160,0.5,True,9,2,156,-7
640,160,0.5,True,9,3,231,-3
640,160,0.5,True,9,4,199,2
640,160,0.5,True,9,5,165,2
640,160,0.5,True,9,6,108,0
640,160,0.5,True,9,7,73,4
640,160,0.5,True,9,8,23,0
640,160,0.5,True,9,9,1,2
640,160,0.5,True,10,0,0,0
640,160,0.5,True,10,1,16,0
640,160,0.5,True,10,2,60,-3
640,160,0.5,True,10,3,169,-4
640,160,0.5,True,10,4,214,-3
640,160,0.5,True,10,5,241,-7
640,160,0.5,True,10,6,221,-10
640,160,0.5,True,10,7,175,-6
640,160,0.5,True,10,8,66,2
640,160,0.5,True,10,9,27,3
640,160,0.5,True,10,10,1,0
640,160,0.5,True,11,0,3,0
640,160,0.5,True,11,1,35,-4
640,160,0.5,True,11,2,95,-7
640,160,0.5,True,11,3,181,-7
640,160,0.5,True,11,4,197,-5
640,160,0.5,True,11,5,208,-9
640,160,0.5,True,11,6,207,-7
640,160,0.5,True,11,7,198,-9
640,160,0.5,True,11,8,109,-2
640,160,0.5,True,11,9,60,-1
640,160,0.5,True,11,10,28,-1
640,160,0.5,True,11,11,1,0
320,80,0.5,True,0,0,30,-3
320,80,0.5,True,0,1,76,-6
320,80,0.5,True,0,2,109,-5
320,80,0.5,True,0,3,139,-3
320,80,0.5,True,0,4,106,-3
320,80,0.5,True,0,5,76,0
320,80,0.5,True,0,6,45,1
320,80,0.5,True,0,7,27,0
320,80,0.5,True,0,8,2,0
320,80,0.5,True,1,0,19,-1
320,80,0.5,True,1,1,57,-7
320,80,0.5,True,1,2,111,-7
320,80,0.5,True,1,3,178,-8
320,80,0.5,True,1,4,137,-3
320,80,0.5,True,1,5,86,-1
320,80,0.5,True,1,6,29,2
320,80,0.5,True,1,7,0,1
320,80,0.5,True,1,8,0,0
320,80,0.5,True,2,0,12,-1
320,80,0.5,True,2,1,48,-4
320,80,0.5,True,2,2,85,-5
320,80,0.5,True,2,3,124,-2
320,80,0.5,True,2,4,107,0
320,80,0.5,True,2,5,96,2
320,80,0.5,True,2,6,73,0
320,80,0.5,True,2,7,28,2
320,80,0.5,True,2,8,1,3
320,80,0.5,True,2,9,1,0
320,80,0.5,True,3,0,0,-1
320,80,0.5,True,3,1,0,0
320,80,0.5,True,3,2,1,-2
320,80,0.5,True,3,3,22,-4
320,80,0.5,True,3,4,62,-4
320,80,0.5,True,3,5,96,-5
320,80,0.5,True,3,6,108,-2
320,80,0.5,True,3,7,116,0
320,80,0.5,True,3,8,77,5
320,80,0.5,True,3,9,51,4
320,80,0.5,True,3,10,18,4
320,80,0.5,True,3,11,4,2
320,80,0.5,True,4,0,15,-1
320,80,0.5,True,4,1,54,-5
320,80,0.5,True,4,2,108,-6
320,80,0.5,True,4,3,139,-7
320,80,0.5,True,4,4,161,-7
320,80,0.5,True,4,5,86,1
320,80,0.5,True,4,6,27,4
320,80,0.5,True,4,7,-3,2
320,80,0.5,True,5,0,17,-4
320,80,0.5,True,5,1,60,-8
320,80,0.5,True,5,2,103,-7
320,80,0.5,True,5,3,148,-4
320,80,0.5,True,5,4,124,-2
320,80,0.5,True,5,5,102,-1
320,80,0.5,True,5,6,70,-1
320,80,0.5,True,5,7,25,0
320,80,0.5,True,5,8,0,0
320,80,0.5,True,6,0,28,-3
